id,title,lyrics,label
262,I've Been Working on the Railroad,"I've been workin' on the railroad,
All the live long day.
I've been workin' on the railroad,
Just to pass the time away.
Don't you hear the whistle blowing?
Rise up so early in the morn.
Don't you hear the captain shouting
""Dinah, blow your horn?""
Dinah, won't you blow,
Dinah, won't you blow,
Dinah, won't you blow your horn?
Dinah, won't you blow,
Dinah, won't you blow,
Dinah, won't you blow your horn?

Someone's in the kitchen with Dinah.
Someone's in the kitchen, I know.
Someone's in the kitchen with Dinah
Strumming on the old banjo.


Fee, fie, fiddle-e-i-o.
Fee, fie, fiddle-e-i-o-o-o-o.
Fee, fie, fiddle-e-i-o.
Strumming on the old banjo.",clean
263,I Wrote a Letter,"I wrote a letter to my love
And on the way I dropped it.
A little doggie picked it up
And put it in his pocket.",clean
264,Jack and Jill,"Jack and Jill went up the hill
To fetch a pail of water.
Jack fell down and broke his crown,
And Jill came tumbling after.
Up got Jack, and home did trot,
As fast as he could caper.
He went to bed and bound his head,
With vinegar and brown paper.",clean
265,Jack Be Nimble,"Jack be nimble,
Jack be quick,
Jack jump over the candlestick.
Jack jump high,
Jack jump low,
Jack jumped over and burned his toe.",clean
266,Jennie Jenkins,"Will you wear white, oh my dear, oh my dear?
Will you wear white, Jennie Jenkins?
No, I won't wear white for the color's too bright.
I'll buy me a fol-de-rol-dy, til-de-tol-dy,
Seek-a-double, use-a-cause-a, roll-a-find-me,
Roll, Jennie Jenkins, roll.
Will you wear blue, oh my dear, oh my dear?
Will you wear blue, Jennie Jenkins?
No, I won't wear blue 'cause blue won't do.
I'll buy me a fol-de-rol-dy, til-de-tol-dy,
Seek-a-double, use-a-cause-a, roll-a-find-me,
Roll, Jennie Jenkins, roll.

Will you wear red, oh my dear, oh my dear?
Will you wear red, Jennie Jenkins?
No, I won't wear red, it's the color of my head.
I'll buy me a fol-de-rol-dy, til-de-tol-dy,
Seek-a-double, use-a-cause-a, roll-a-find-me,
Roll, Jennie Jenkins, roll.


Will you wear pink, oh my dear, oh my dear?
Will you wear pink, Jennie Jenkins?
No, I won't wear pink, I'd rather drink ink.
I'll buy me a fol-de-rol-dy, til-de-tol-dy,
Seek-a-double, use-a-cause-a, roll-a-find-me,
Roll, Jennie Jenkins, roll.


Will you wear green, oh my dear, oh my dear?
Will you wear green, Jennie Jenkins?
No, I won't wear green, it's the color of a bean.
I'll buy me a fol-de-rol-dy, til-de-tol-dy,
Seek-a-double, use-a-cause-a, roll-a-find-me,
Roll, Jennie Jenkins, roll.


Will you wear rose, oh my dear, oh my dear?
Will you wear rose, Jennie Jenkins?
No, I won't wear rose, it's the color of my nose.
I'll buy me a fol-de-rol-dy, til-de-tol-dy,
Seek-a-double, use-a-cause-a, roll-a-find-me,
Roll, Jennie Jenkins, roll.",clean
267,Jesus Loves Me,"Jesus loves me - this I know,
For the Bible tells me so,
Little ones to Him belong,
They are weak but He is strong.
Yes, Jesus loves me.
Yes, Jesus loves me.
Yes, Jesus loves me.
The Bible tells me so.
Jesus loves me - He who died,
Heaven’s gate to open wide;
He will wash away my sin,
Let His little child come in.
Yes, Jesus loves me.
Yes, Jesus loves me.
Yes, Jesus loves me.
The Bible tells me so.

Jesus loves me - loves me still,
Though I'm very weak and ill,
From His shinning throne on high,
Comes to watch me where I lie.
Yes, Jesus loves me.
Yes, Jesus loves me.
Yes, Jesus loves me.
The Bible tells me so.


Jesus loves me—He will stay
Close beside me all the way,
Then His little child will take
Up to Heaven for His dear sake.
Yes, Jesus loves me.
Yes, Jesus loves me.
Yes, Jesus loves me.
The Bible tells me so.",clean
268,Jesus Loves the Little Children,"Jesus loves the little children,
All the children of the world.
Red and yellow, black and white,
All are precious in His sight,
Jesus loves the little children of the world.
Jesus died for all the children,
All the children of the world;
Red and yellow, black and white,
They are precious in his sight;
Jesus died the little children of the world.

Jesus rose for all the children,
All the children of the world;
Red and yellow, black and white,
They are precious in his sight;
Jesus rose the little children of the world.


Jesus lives for all the children,
All the children of the world;
Red and yellow, black and white,
They are precious in his sight;
Jesus lives for all the children of the world.


Jesus wants the little children,
To be careful what they do;
Honor father, mother dear,
Keep their hearts so full of cheer;
Then He’ll take them home to glory by and by.",clean
269,Jim Along Josie,"Lucy Locket lost her pocket,
Kitty Fisher found it;
But ne'er a penny was there in't
Except the binding round it.",clean
270,Jingle at the Window (Tideo),"Pass one window, ti-de-o,
Pass two windows, ti-de-o,
Pass three windows, ti-de-o,
Jingle at the window, ti-de-o.
Jingle, jingle, jingle, jo,
Jingle at the window, ti-de-o.
Jingle, jingle, jingle, jo,
Jingle at the window, ti-de-o.",clean
271,This Old Man,"This old man, he played one,
He played knick-knack on my thumb.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.
This old man, he played two,
He played knick-knack on my shoe.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.

This old man, he played three,
He played knick-knack on my knee.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.


This old man, he played four,
He played knick-knack on my door.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.


This old man, he played five,
He played knick-knack on my hive.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.


This old man, he played six,
He played knick-knack on my sticks.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.

This old man, he played seven,
He played knick-knack up in Heaven.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.


This old man, he played eight,
He played knick-knack on my gate.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.

This old man, he played nine,
He played knick-knack on my spine.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.


This old man, he played ten,
He played knick-knack once again.
Knick-knack paddywhack,
Give a dog a bone,
This old man came rolling home.",clean
272,Lavender's Blue,"Lavender's blue, dilly dilly, lavender's green,
When I am king, dilly, dilly, you shall be queen.
Who told you so, dilly, dilly, who told you so?
'Twas my own heart, dilly, dilly, that told me so.
Call up your men, dilly, dilly, set them to work,
Some with a rake, dilly, dilly, some with a fork.
Some to make hay, dilly, dilly, some to thresh corn,
While you and I, dilly, dilly, keep ourselves warm.

Lavender's green, dilly, dilly, Lavender's blue,
If you love me, dilly, dilly, I will love you.
Let the birds sing, dilly, dilly, And the lambs play,
We shall be safe, dilly, dilly, Out of harm's way.

I love to dance, dilly, dilly, I love to sing,
When I am queen, dilly, dilly, You'll be my king.
Who told me so, dilly, dilly, Who told me so?
I told myself, dilly, dilly, I told me so.",clean
273,Let's Celebrate,"Let's celebrate,
Let's bake a cake,
Let's join in jubilee;
For I have finished my first book,
And everyone's proud of me.",clean
274,Let Us Sing,"Praise Him with trumpets,
Praise to the King,
God of our Fathers,
Let us sing.﻿",clean
275,The Limerick Song,"Aye-aye-aye-aye,
In China they never grow chilly
So sing me another verse
That's worse than the first verse
Make sure that it's foolish and silly.
A canner exceedingly canny,
One morning remarked to his granny,
""A canner can can anything that he can,
But a canner can't can a can, can he?""

Aye-aye-aye-aye,
In China they never grow chilly
So sing me another verse
That's worse than the first verse
Make sure that it's foolish and silly.


A tutor who tooted the flute
Tried to tutor two tooters to toot
Said the two to the tutor,
""Is it tougher to toot
Or to tutor two tooters to toot?""


Aye-aye-aye-aye,
In China they never grow chilly
So sing me another verse
That's worse than the first verse
Make sure that it's foolish and silly.


A certain young fellow named Beebee
Wished to marry a lady named Phoebe
""But,"" he said, ""I must see
What the minister's fee be,
Before Phoebe be Phoebe Beebee.""

Aye-aye-aye-aye,
In China they never grow chilly
So sing me another verse
That's worse than the first verse
Make sure that it's foolish and silly.",clean
276,Listen to the Mockingbird,"I'm dreaming now of Hally,
Sweet Hally, sweet Hally,
I'm dreaming now of Hally,
For the tho't of her is one that never dies;
She's sleeping in the valley,
In the valley, in the valley,
She's sleeping in the valley,
And the mockingbird is singing where she lies.
Listen to the mockingbird,
Listen to the mockingbird,
The mockingbird still singing o'er her grave;
Listen to the mockingbird,
Listen to the mockingbird,
Still singing where the weeping willows wave.
Ah! well I yet remember,
Remember, remember,
Ah! well, I yet remember,
When we gather'd in the cotton, side by side;
'Twas in the mild September,
September, September,
'Twas in the mild September,
And the mockingbird is singing where she lies.
Listen to the mockingbird,
Listen to the mockingbird,
The mockingbird still singing o'er her grave;
Listen to the mockingbird,
Listen to the mockingbird,
Still singing where the weeping willows wave.",clean
277,Little Bo Peep (Mother Goose),"Little Bo-Peep has lost her sheep,
And doesn't know where to find them;
Leave them alone,
And they'll all come home,
Wagging their tails behind them.
Little Bo Peep she searched for her sheep
But didn’t quite know how to find them;
She looked everywhere
From here and to there
But still couldn’t think where to find them.

Little Bo Peep began to weep And lay down to rest for a while;
She fell fast asleep
While counting her sheep
Then dreamt they came home with a smile.


Little Bo Peep had fallen asleep
And dreamt that she was all alone;
But when she awoke
And pulled back her cloak
She saw that her sheep had come home.


Little Bo Peep had lost her sheep
And didn’t know where to find them;
She left them alone
And they came home
Wagging their tails behind them.",clean
278,Little Bunny Foo Foo,"Little Bunny Foo Foo,
Hopping through the forest,
Scooping up the field mice,
And boppin' 'em on the head.
Down came the good fairy, and she said:

""Little Bunny Foo Foo,
I don't want to see you,
Scooping up the field mice,
And boppin' 'em on the head.""

Spoken
""I'll give you three chances,
And if you don't behave,
I'll turn you into a goon!""

The next day:

Little Bunny Foo Foo,
Hopping through the forest,
Scooping up the field mice,
And boppin' 'em on the head.

Down came the good fairy, and she said:

""Little Bunny Foo Foo,
I don't want to see you,
Scooping up the field mice,
And boppin' 'em on the head.""

Spoken
""I'll give you two more chances,
And if you don't behave,
I'll turn you into a goon!""

The next day:

Little Bunny Foo Foo,
Hopping through the forest,
Scooping up the field mice,
And boppin' 'em on the head.

Down came the good fairy, and she said:

""Little Bunny Foo Foo,
I don't want to see you,
Scooping up the field mice,
And boppin' 'em on the head.""

Spoken
""I'll give you one more chance,
And if you don't behave,
I'll turn you into a goon!""

The next day:

Little Bunny Foo Foo,
Hopping through the forest,
Scooping up the field mice,
And boppin' 'em on the head.

Down came the good fairy, and she said:

""Little Bunny Foo Foo,
I don't want to see you,
Scooping up the field mice,
And boppin' 'em on the head.""

Spoken
""I gave you three chances,
And you didn't behave,
Now you're a goon! POOF!""


The moral of the story is:
HARE TODAY, GOON TOMORROW",clean
